system:index,classification,.geo
0_11415,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17339061483322,27.421074047748395]}"
0_11416,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.2183063790392,27.421074047748395]}"
0_11417,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.26322214324517,27.421074047748395]}"
0_11418,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30813790745115,27.421074047748395]}"
0_11419,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.35305367165714,27.421074047748395]}"
0_11420,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.3979694358631,27.421074047748395]}"
0_11421,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.44288520006909,27.421074047748395]}"
0_11422,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.48780096427505,27.421074047748395]}"
0_11423,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.53271672848103,27.421074047748395]}"
0_11424,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.57763249268702,27.421074047748395]}"
0_11425,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.62254825689298,27.421074047748395]}"
0_11426,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.66746402109897,27.421074047748395]}"
0_11427,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.71237978530493,27.421074047748395]}"
0_11428,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.75729554951091,27.421074047748395]}"
0_11429,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.8022113137169,27.421074047748395]}"
0_11430,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.84712707792286,27.421074047748395]}"
0_11431,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.89204284212884,27.421074047748395]}"
0_11432,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.93695860633483,27.421074047748395]}"
0_11433,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.9818743705408,27.421074047748395]}"
0_11434,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.02679013474678,27.421074047748395]}"
0_11435,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.07170589895274,27.421074047748395]}"
0_11436,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.11662166315872,27.421074047748395]}"
0_11437,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1615374273647,27.421074047748395]}"
0_11438,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.20645319157067,27.421074047748395]}"
0_11439,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.25136895577666,27.421074047748395]}"
0_11440,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.29628471998262,27.421074047748395]}"
0_11441,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.3412004841886,27.421074047748395]}"
0_11442,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.38611624839459,27.421074047748395]}"
0_11443,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.43103201260055,27.421074047748395]}"
0_11444,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.47594777680654,27.421074047748395]}"
0_11445,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5208635410125,27.421074047748395]}"
0_11446,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.56577930521848,27.421074047748395]}"
0_11447,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61069506942447,27.421074047748395]}"
0_11448,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.65561083363043,27.421074047748395]}"
0_11449,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.70052659783642,27.421074047748395]}"
0_11450,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.74544236204238,27.421074047748395]}"
0_11451,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.79035812624836,27.421074047748395]}"
0_11452,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.83527389045435,27.421074047748395]}"
0_11453,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.88018965466031,27.421074047748395]}"
0_11454,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9251054188663,27.421074047748395]}"
0_11455,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.97002118307226,27.421074047748395]}"
0_11456,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.01493694727824,27.421074047748395]}"
0_11457,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.05985271148423,27.421074047748395]}"
0_11458,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.1047684756902,27.421074047748395]}"
0_11459,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.14968423989617,27.421074047748395]}"
0_11460,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.19460000410216,27.421074047748395]}"
0_11461,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.23951576830812,27.421074047748395]}"
0_11462,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.2844315325141,27.421074047748395]}"
0_11463,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.32934729672007,27.421074047748395]}"
0_11464,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.37426306092605,27.421074047748395]}"
0_11465,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.41917882513204,27.421074047748395]}"
0_11466,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.464094589338,27.421074047748395]}"
0_11467,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.50901035354399,27.421074047748395]}"
0_11468,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55392611774995,27.421074047748395]}"
0_11469,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59884188195593,27.421074047748395]}"
0_11470,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64375764616192,27.421074047748395]}"
0_11471,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68867341036788,27.421074047748395]}"
0_11472,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73358917457386,27.421074047748395]}"
0_11473,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.77850493877983,27.421074047748395]}"
0_11474,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82342070298581,27.421074047748395]}"
0_11475,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,27.46598981195437]}"
0_11476,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45723537320573,27.46598981195437]}"
0_11477,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50215113741172,27.46598981195437]}"
0_11478,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5470669016177,27.46598981195437]}"
0_11479,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59198266582366,27.46598981195437]}"
0_11480,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63689843002965,27.46598981195437]}"
0_11481,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68181419423561,27.46598981195437]}"
0_11482,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7267299584416,27.46598981195437]}"
0_11483,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77164572264758,27.46598981195437]}"
0_11484,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81656148685354,27.46598981195437]}"
0_11485,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.86147725105953,27.46598981195437]}"
0_11486,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.9063930152655,27.46598981195437]}"
0_11487,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95130877947147,27.46598981195437]}"
0_11488,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99622454367746,27.46598981195437]}"
0_11489,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04114030788342,27.46598981195437]}"
0_11490,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0860560720894,27.46598981195437]}"
0_11491,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.13097183629537,27.46598981195437]}"
0_11492,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17588760050135,27.46598981195437]}"
0_11493,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,27.46598981195437]}"
0_11494,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2657191289133,27.46598981195437]}"
0_11495,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31063489311929,27.46598981195437]}"
0_11496,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35555065732525,27.46598981195437]}"
0_11497,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40046642153123,27.46598981195437]}"
0_11498,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,27.46598981195437]}"
0_11499,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.49029794994318,27.46598981195437]}"
0_11500,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53521371414917,27.46598981195437]}"
0_11501,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58012947835515,27.46598981195437]}"
0_11502,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.62504524256111,27.46598981195437]}"
0_11503,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6699610067671,27.46598981195437]}"
0_11504,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.71487677097306,27.46598981195437]}"
0_11505,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75979253517905,27.46598981195437]}"
0_11506,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.80470829938503,27.46598981195437]}"
0_11507,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.849624063591,27.46598981195437]}"
0_11508,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.89453982779698,27.46598981195437]}"
0_11509,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.93945559200294,27.46598981195437]}"
0_11510,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.98437135620892,27.46598981195437]}"
0_11511,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.0292871204149,27.46598981195437]}"
0_11512,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.07420288462087,27.46598981195437]}"
0_11513,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.11911864882686,27.46598981195437]}"
0_11514,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.16403441303282,27.46598981195437]}"
0_11515,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.2089501772388,27.46598981195437]}"
0_11516,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.25386594144479,27.46598981195437]}"
0_11517,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.29878170565075,27.46598981195437]}"
0_11518,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.34369746985674,27.46598981195437]}"
0_11519,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.3886132340627,27.46598981195437]}"
0_11520,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.43352899826868,27.46598981195437]}"
0_11521,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.47844476247467,27.46598981195437]}"
0_11522,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.52336052668063,27.46598981195437]}"
0_11523,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.56827629088662,27.46598981195437]}"
0_11524,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.6131920550926,27.46598981195437]}"
0_11525,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.65810781929856,27.46598981195437]}"
0_11526,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.70302358350455,27.46598981195437]}"
0_11527,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.74793934771051,27.46598981195437]}"
0_11528,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.7928551119165,27.46598981195437]}"
0_11529,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.83777087612248,27.46598981195437]}"
0_11530,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.88268664032844,27.46598981195437]}"
0_11531,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.92760240453443,27.46598981195437]}"
0_11532,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[79.9725181687404,27.46598981195437]}"
0_11533,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.01743393294637,27.46598981195437]}"
0_11534,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.06234969715236,27.46598981195437]}"
0_11535,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.10726546135832,27.46598981195437]}"
0_11536,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.1521812255643,27.46598981195437]}"
0_11537,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.19709698977027,27.46598981195437]}"
0_11538,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.24201275397625,27.46598981195437]}"
0_11539,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.28692851818224,27.46598981195437]}"
0_11540,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.3318442823882,27.46598981195437]}"
0_11541,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.37676004659419,27.46598981195437]}"
0_11542,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.42167581080015,27.46598981195437]}"
0_11543,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.46659157500613,27.46598981195437]}"
0_11544,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.51150733921212,27.46598981195437]}"
0_11545,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.55642310341808,27.46598981195437]}"
0_11546,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.60133886762407,27.46598981195437]}"
0_11547,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.64625463183005,27.46598981195437]}"
0_11548,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.69117039603601,27.46598981195437]}"
0_11549,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.736086160242,27.46598981195437]}"
0_11550,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.78100192444796,27.46598981195437]}"
0_11551,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.82591768865394,27.46598981195437]}"
0_11552,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.87083345285993,27.46598981195437]}"
0_11553,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.9157492170659,27.46598981195437]}"
0_11554,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[80.96066498127188,27.46598981195437]}"
0_11555,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.00558074547784,27.46598981195437]}"
0_11556,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.05049650968382,27.46598981195437]}"
0_11557,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.0954122738898,27.46598981195437]}"
0_11558,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.14032803809577,27.46598981195437]}"
0_11559,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.18524380230176,27.46598981195437]}"
0_11560,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.23015956650772,27.46598981195437]}"
0_11561,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.2750753307137,27.46598981195437]}"
0_11562,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.31999109491969,27.46598981195437]}"
0_11563,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.36490685912565,27.46598981195437]}"
0_11564,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.40982262333164,27.46598981195437]}"
0_11565,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.4547383875376,27.46598981195437]}"
0_11566,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.49965415174358,27.46598981195437]}"
0_11567,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.54456991594957,27.46598981195437]}"
0_11568,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.58948568015553,27.46598981195437]}"
0_11569,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.63440144436152,27.46598981195437]}"
0_11570,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.67931720856748,27.46598981195437]}"
0_11571,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.72423297277346,27.46598981195437]}"
0_11572,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.76914873697945,27.46598981195437]}"
0_11573,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.81406450118541,27.46598981195437]}"
0_11574,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.8589802653914,27.46598981195437]}"
0_11575,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.90389602959738,27.46598981195437]}"
0_11576,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.94881179380334,27.46598981195437]}"
0_11577,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[81.99372755800933,27.46598981195437]}"
0_11578,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.0386433222153,27.46598981195437]}"
0_11579,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.08355908642127,27.46598981195437]}"
0_11580,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.12847485062726,27.46598981195437]}"
0_11581,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.17339061483322,27.46598981195437]}"
0_11582,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.2183063790392,27.46598981195437]}"
0_11583,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.26322214324517,27.46598981195437]}"
0_11584,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.30813790745115,27.46598981195437]}"
0_11585,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.35305367165714,27.46598981195437]}"
0_11586,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.3979694358631,27.46598981195437]}"
0_11587,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.44288520006909,27.46598981195437]}"
0_11588,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.48780096427505,27.46598981195437]}"
0_11589,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.53271672848103,27.46598981195437]}"
0_11590,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.57763249268702,27.46598981195437]}"
0_11591,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.62254825689298,27.46598981195437]}"
0_11592,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.66746402109897,27.46598981195437]}"
0_11593,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.71237978530493,27.46598981195437]}"
0_11594,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.75729554951091,27.46598981195437]}"
0_11595,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.8022113137169,27.46598981195437]}"
0_11596,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.84712707792286,27.46598981195437]}"
0_11597,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.89204284212884,27.46598981195437]}"
0_11598,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.93695860633483,27.46598981195437]}"
0_11599,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[82.9818743705408,27.46598981195437]}"
0_11600,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.02679013474678,27.46598981195437]}"
0_11601,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.07170589895274,27.46598981195437]}"
0_11602,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.11662166315872,27.46598981195437]}"
0_11603,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.1615374273647,27.46598981195437]}"
0_11604,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.20645319157067,27.46598981195437]}"
0_11605,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.25136895577666,27.46598981195437]}"
0_11606,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.29628471998262,27.46598981195437]}"
0_11607,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.3412004841886,27.46598981195437]}"
0_11608,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.38611624839459,27.46598981195437]}"
0_11609,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.43103201260055,27.46598981195437]}"
0_11610,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.47594777680654,27.46598981195437]}"
0_11611,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5208635410125,27.46598981195437]}"
0_11612,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.56577930521848,27.46598981195437]}"
0_11613,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.61069506942447,27.46598981195437]}"
0_11614,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.65561083363043,27.46598981195437]}"
0_11615,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.70052659783642,27.46598981195437]}"
0_11616,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.74544236204238,27.46598981195437]}"
0_11617,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.79035812624836,27.46598981195437]}"
0_11618,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.83527389045435,27.46598981195437]}"
0_11619,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.88018965466031,27.46598981195437]}"
0_11620,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9251054188663,27.46598981195437]}"
0_11621,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.97002118307226,27.46598981195437]}"
0_11622,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.01493694727824,27.46598981195437]}"
0_11623,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.05985271148423,27.46598981195437]}"
0_11624,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.1047684756902,27.46598981195437]}"
0_11625,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.14968423989617,27.46598981195437]}"
0_11626,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.19460000410216,27.46598981195437]}"
0_11627,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.23951576830812,27.46598981195437]}"
0_11628,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.2844315325141,27.46598981195437]}"
0_11629,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.32934729672007,27.46598981195437]}"
0_11630,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.37426306092605,27.46598981195437]}"
0_11631,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.41917882513204,27.46598981195437]}"
0_11632,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.464094589338,27.46598981195437]}"
0_11633,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.50901035354399,27.46598981195437]}"
0_11634,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.55392611774995,27.46598981195437]}"
0_11635,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.59884188195593,27.46598981195437]}"
0_11636,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64375764616192,27.46598981195437]}"
0_11637,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.68867341036788,27.46598981195437]}"
0_11638,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.73358917457386,27.46598981195437]}"
0_11639,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.77850493877983,27.46598981195437]}"
0_11640,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.82342070298581,27.46598981195437]}"
0_11641,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.41231960899977,27.510905576160344]}"
0_11642,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.45723537320573,27.510905576160344]}"
0_11643,4,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.50215113741172,27.510905576160344]}"
0_11644,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.5470669016177,27.510905576160344]}"
0_11645,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.59198266582366,27.510905576160344]}"
0_11646,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.63689843002965,27.510905576160344]}"
0_11647,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.68181419423561,27.510905576160344]}"
0_11648,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.7267299584416,27.510905576160344]}"
0_11649,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.77164572264758,27.510905576160344]}"
0_11650,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.81656148685354,27.510905576160344]}"
0_11651,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.86147725105953,27.510905576160344]}"
0_11652,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.9063930152655,27.510905576160344]}"
0_11653,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.95130877947147,27.510905576160344]}"
0_11654,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[77.99622454367746,27.510905576160344]}"
0_11655,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.04114030788342,27.510905576160344]}"
0_11656,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.0860560720894,27.510905576160344]}"
0_11657,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.13097183629537,27.510905576160344]}"
0_11658,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.17588760050135,27.510905576160344]}"
0_11659,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.22080336470734,27.510905576160344]}"
0_11660,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.2657191289133,27.510905576160344]}"
0_11661,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.31063489311929,27.510905576160344]}"
0_11662,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.35555065732525,27.510905576160344]}"
0_11663,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.40046642153123,27.510905576160344]}"
0_11664,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.44538218573722,27.510905576160344]}"
0_11665,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.49029794994318,27.510905576160344]}"
0_11666,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.53521371414917,27.510905576160344]}"
0_11667,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.58012947835515,27.510905576160344]}"
0_11668,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.62504524256111,27.510905576160344]}"
0_11669,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.6699610067671,27.510905576160344]}"
0_11670,2,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.71487677097306,27.510905576160344]}"
0_11671,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.75979253517905,27.510905576160344]}"
0_11672,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.80470829938503,27.510905576160344]}"
0_11673,3,"{""geodesic"":false,""type"":""Point"",""coordinates"":[78.849624063591,27.510905576160344]}"
